# Slam trajectory: 2024/12/20-14:42:16
# msg: Begin Pose
# timestamp tx ty tz qx qy qz qw
1727420788.52231097221375 0.00000000000000 0.00000000000000 0.00000000000000 -0.00028212939040 -0.01614295435604 0.85536410636673 0.51777555094224
1727420788.62231302261353 0.00000000000000 0.00000000000000 0.00000000000000 -0.00028212939040 -0.01614295435604 0.85536410636673 0.51777555094224
1727420788.72230792045593 -0.00215316266166 0.00229649760094 -0.00100541717227 -0.00110639681270 -0.01635439288640 0.85510951985463 0.51818820786795
1727420788.82228994369507 -0.00257640868218 0.00375871838247 -0.00107177379981 -0.00138414476282 -0.01647802745576 0.85505252012296 0.51827767324651
1727420788.92226290702820 -0.00376066140391 0.00392670969665 -0.00116234353815 -0.00156294558812 -0.01648445282978 0.85514044265811 0.51813187833454
1727420789.02222490310669 -0.00541211734078 0.00409931485288 -0.00115556590314 -0.00167678496646 -0.01647075305142 0.85497259568626 0.51840887657485
1727420789.12217402458191 -0.00481671784804 0.00504335484374 -0.00110399182973 -0.00197724995275 -0.01629703578205 0.85471935044364 0.51883073259451
1727420789.22213292121887 -0.00580866345586 0.00558459638897 -0.00123104007885 -0.00197447490379 -0.01622871339279 0.85465246421484 0.51894305633853
1727420789.32214188575745 -0.01380638816922 0.01057673033095 -0.00247602983787 -0.00176562325532 -0.01623382057848 0.85422223454152 0.51965153676175
1727420789.42216897010803 -0.01461003805689 0.01160735122406 -0.00344317353119 -0.00212357448222 -0.01624537076834 0.85391692758008 0.52015138099616
1727420789.52222204208374 -0.01327006891309 0.00691869246228 -0.00623507974890 -0.00179395915300 -0.01624456194311 0.85308492566809 0.52151606448479
1727420789.62222504615784 -0.01670883291333 0.00907974007069 -0.00606477884683 -0.00133374393377 -0.01641881066571 0.85231363595066 0.52277156555804
1727420789.72218894958496 -0.01476955264649 0.00850366274402 -0.00591784899292 -0.00123002271238 -0.01664034225327 0.85214802104404 0.52303473716814
1727420789.82215404510498 -0.01544715824814 0.00792740182014 -0.00579131526257 -0.00121158329498 -0.01675591278963 0.85219015912647 0.52296243090733
1727420789.92215704917908 -0.01626565667734 0.00791148318204 -0.00507087391044 -0.00140109980814 -0.01674779525389 0.85227653389866 0.52282143991916
1727420790.02221202850342 -0.01588509283621 0.00843471787239 -0.00463804698876 -0.00162768156151 -0.01661062119632 0.85236600779010 0.52267927707168
1727420790.12228488922119 -0.01681230145639 0.00944222879037 -0.00402713846068 -0.00188320790711 -0.01647986483702 0.85240891762299 0.52261257614004
1727420790.22234702110291 -0.01678547478570 0.00898870955202 -0.00386807176743 -0.00205741427247 -0.01647537839538 0.85236019677329 0.52269151888073
1727420790.32235288619995 -0.01648775846284 0.00829629720653 -0.00370367956632 -0.00210525076954 -0.01658937573134 0.85223045804416 0.52289923208385
1727420790.42231297492981 -0.01716045074619 0.00746968260662 -0.00299616400666 -0.00207840208641 -0.01672836495557 0.85219536482232 0.52295210318539
1727420790.52225804328918 -0.01672928497792 0.00764416651708 -0.00281854541722 -0.00207914346521 -0.01679901875710 0.85215108462967 0.52302198720104
1727420790.62219500541687 -0.01709348245277 0.00783262310468 -0.00269504943046 -0.00214047474421 -0.01684882847660 0.85214275930280 0.52303370170061
1727420790.72214794158936 -0.01659496698255 0.00790557385428 -0.00274505478819 -0.00221881654552 -0.01671090803937 0.85209244526231 0.52311976366080
1727420790.82212996482849 -0.01766900621499 0.00969032044404 -0.00234379999857 -0.00241558552796 -0.01654917512792 0.85215038960037 0.52302963898146
1727420790.92213010787964 -0.01695790104136 0.00883462203085 -0.00219669304250 -0.00245555672391 -0.01640702436549 0.85208752182546 0.52313634450494
1727420791.02214503288269 -0.01673074647367 0.00797269992758 -0.00280851206311 -0.00242016272458 -0.01630367080846 0.85202097001242 0.52324812449702
1727420791.12215399742126 -0.01752445853532 0.00709136406993 -0.00283796280228 -0.00241306296439 -0.01622387077115 0.85192989525813 0.52339890782251
1727420791.22215294837952 -0.01793758796754 0.00900845012353 -0.00264614532650 -0.00296320407945 -0.01622117520270 0.85208163661987 0.52314909675143
1727420791.32217001914978 -0.02015315398817 0.01193783831822 -0.00114154103702 -0.00317624237312 -0.01640853351694 0.85221122202560 0.52293087933860
1727420791.42220807075500 -0.01985875390454 0.01350705226940 -0.00090438178038 -0.00337947770868 -0.01617671297356 0.85224228005733 0.52288621053770
1727420791.52224302291870 -0.01678635948380 0.01393026159191 -0.00132033899596 -0.00355016172757 -0.01527503600400 0.85180810050305 0.52361916460742
1727420791.62224698066711 -0.01653639887516 0.01815696325023 -0.00258599079457 -0.00362172721747 -0.01474636114219 0.85132526141591 0.52441846573149
1727420791.72222709655762 -0.01685395933880 0.02000796458119 -0.00323193789903 -0.00399535758485 -0.01396275219505 0.85091023228139 0.52511032675786
1727420791.82218694686890 -0.01857589727323 0.01947404381701 -0.00369640031077 -0.00449956839461 -0.01333415387657 0.85089446601376 0.52514813332223
1727420791.92216706275940 -0.01911727611625 0.02013994377401 -0.00368556217856 -0.00472075406614 -0.01318244797685 0.85098775951715 0.52499882923523
1727420792.02215409278870 -0.02035396883408 0.02011917528527 -0.00330363403712 -0.00469603168379 -0.01352175345218 0.85109543757676 0.52481583970572
1727420792.12214899063110 -0.02104840558955 0.01964191375293 -0.00126024175294 -0.00469428014396 -0.01420547919853 0.85123389625760 0.52457318074486
1727420792.22216510772705 -0.01882124954188 0.01902935487049 0.00059678464584 -0.00450475203261 -0.01502917760028 0.85087059446764 0.52514099297243
1727420792.32218194007874 -0.02040089229610 0.01429510893396 0.00239230184345 -0.00411551488780 -0.01574856920373 0.85043081849222 0.52583501981506
1727420792.42219591140747 -0.01911835213184 0.01581217934808 0.00233744924569 -0.00396797281391 -0.01591884493605 0.85000313128388 0.52652210055728
1727420792.52222704887390 -0.01991959244953 0.01833769062041 0.00077586386465 -0.00380045743201 -0.01597487623275 0.84957942324064 0.52720504877966
1727420792.62226295471191 -0.01981044389250 0.01867904976406 0.00029182665886 -0.00362701586554 -0.01574463989746 0.84951129769678 0.52732296190848
1727420792.72229409217834 -0.01749413598018 0.01657497880697 0.00020418436272 -0.00370572433922 -0.01542631484791 0.84999223111296 0.52655626809008
1727420792.82228803634644 -0.02014267071433 0.02025608966902 0.00122788792743 -0.00432065567693 -0.01524696014256 0.85078455985789 0.52527563702151
1727420792.92227888107300 -0.02148506141645 0.02094849051256 -0.00033145072733 -0.00475574986628 -0.01477004707200 0.85133696616729 0.52438973921100
1727420793.02230906486511 -0.01867797777748 0.02037073600141 0.00084865771480 -0.00543013127615 -0.01449469229118 0.85078689516364 0.52528285388685
1727420793.12233090400696 -0.02221310869125 0.02092168623267 -0.00171130186618 -0.00761184217151 -0.01362467391321 0.84998573161299 0.52657448112669
1727420793.22230410575867 -0.02267144320594 0.02237646006520 -0.00326480953920 -0.00915344772354 -0.01232386576216 0.84977361409644 0.52692422748714
1727420793.32227897644043 -0.02016854732846 0.02386909175504 -0.00278051316060 -0.00911705024623 -0.01144848052392 0.85021890843240 0.52622582550890
1727420793.42224192619324 -0.02223122285065 0.02841791560162 -0.00145609329588 -0.00885922223831 -0.01038402107699 0.85094426213618 0.52507861223356
1727420793.52219796180725 -0.02226206157394 0.03165546373434 -0.00215113701880 -0.00906054835901 -0.00995801983134 0.85212047449779 0.52317247753120
1727420793.62215900421143 -0.02319998415720 0.03461660509863 -0.00263814013995 -0.00961029734742 -0.00952759159388 0.85365904646039 0.52065641221410
1727420793.72216606140137 -0.02462533347043 0.03669662223558 -0.00410465724963 -0.01085425760867 -0.00920395823199 0.85395007056859 0.52016031107778
1727420793.82219099998474 -0.02820412083562 0.03838964190732 -0.00295350617518 -0.01205460906793 -0.00988790188228 0.85381861476945 0.52033709157599
1727420793.92224097251892 -0.02698766461889 0.03431246699451 -0.00420314713824 -0.01085315278704 -0.01050361357334 0.85312441843603 0.52148883961660
1727420794.02226805686951 -0.02474210450426 0.03247116822742 -0.00351717316819 -0.00959459869171 -0.01075348907771 0.85238563025865 0.52271506911239
1727420794.12226200103760 -0.02418698978949 0.03245385984705 -0.00414461839537 -0.00977818674712 -0.01057523049170 0.85224025409855 0.52295229309950
1727420794.22225689888000 -0.02402621793728 0.03033308714265 -0.00288606164842 -0.00873676835070 -0.01082973850525 0.85218355846795 0.52305790149810
1727420794.32225704193115 -0.02296150791110 0.02696059753845 -0.00223090659127 -0.00582218182774 -0.01295522090013 0.85168606777919 0.52385981560053
1727420794.42222809791565 -0.01711953577350 0.01584213078218 -0.00317325464964 -0.00333197581854 -0.01504570167116 0.85169388032129 0.52381300005024
1727420794.52220201492310 -0.00922882375566 0.00734891127526 -0.00487277852080 -0.00137271338115 -0.01590485925995 0.85132470371400 0.52439622420090
1727420794.62218189239502 -0.00755776321345 0.00232287864519 -0.00443421574967 -0.00005247925296 -0.01630716677943 0.85142006996223 0.52423080606071
1727420794.72217893600464 -0.00796847679675 0.00087496584805 -0.00476113039474 0.00049209206686 -0.01830107274855 0.85118056745129 0.52455359132785
1727420794.82217693328857 -0.00800732848794 0.00140884361751 -0.00285882607001 -0.00043976628874 -0.01833226201621 0.85096241984249 0.52490636764170
1727420794.92219495773315 -0.00709077589125 0.00224154349061 -0.00195016779057 -0.00148843369253 -0.01632009670296 0.85022658926182 0.52616174881966
1727420795.02217793464661 -0.00647060879850 0.00507698967141 -0.00257433794889 -0.00233860899451 -0.01508101637748 0.85000422300634 0.52655475947368
1727420795.12212800979614 -0.00676275095889 0.00742974375532 -0.00392229070702 -0.00281957332318 -0.01445195449731 0.85056894901295 0.52565735416951
1727420795.22210311889648 -0.00569253826626 0.00856823199584 -0.00632089034639 -0.00283643959040 -0.01410558947940 0.85099403606553 0.52497822577397
1727420795.32212996482849 -0.00255419229833 0.00382510262790 -0.00847820170041 -0.00219250679283 -0.01411646389316 0.85122479421801 0.52460677470808
1727420795.42217898368835 -0.00001519084302 -0.00149116402546 -0.01378054883198 -0.00088218872301 -0.01448436862206 0.85147256258049 0.52419834030765
1727420795.52221894264221 -0.00259614122281 -0.00085628464655 -0.00683385962578 0.00135020059098 -0.01476376635713 0.85207149931433 0.52321541282492
1727420795.62225890159607 0.00198288077034 -0.00068509387112 -0.00405861286440 0.00350258968689 -0.01498025064827 0.85244275767166 0.52259417223036
1727420795.72229290008545 0.00340103916320 0.00073469745122 -0.00219013481049 0.00374979689869 -0.01483758073533 0.85321897264879 0.52132827463441
1727420795.82235097885132 0.00525565296477 0.00171796043947 -0.00122884394347 0.00289030203013 -0.01397106967707 0.85395453673185 0.52015200140088
1727420795.92240595817566 0.00673644344359 0.00659613472111 -0.00161500803851 0.00169424571933 -0.01323062855557 0.85448818682678 0.51929954609354
1727420796.02238607406616 0.00583278476930 0.00741425573929 -0.00452303411219 0.00043243354447 -0.01247535583651 0.85467633114633 0.51901112461702
1727420796.12228488922119 0.00505005904871 0.00923506777311 -0.00417893059924 -0.00023692024999 -0.01198637167628 0.85467764962574 0.51902060266722
1727420796.22215390205383 0.00531184071313 0.01049957865806 -0.00444439442910 -0.00042698448572 -0.01194500905848 0.85456644412217 0.51920451367764
1727420796.32202410697937 0.00649627246739 0.01019738684868 -0.00445617738328 0.00008683997033 -0.01235279049037 0.85489921942171 0.51864701450801
1727420796.42191004753113 0.00736935573135 0.01191868089419 -0.00675663847715 0.00113339857186 -0.01240843879310 0.85554931660901 0.51757136020481
1727420796.52185511589050 0.00609571284582 0.01334044754736 -0.00803788501742 0.00143890241488 -0.01218442775399 0.85649636067162 0.51600722227157
1727420796.62185001373291 0.00766643892890 0.01298605180218 -0.00943042342339 0.00087305715556 -0.01200193848899 0.85773729078469 0.51394740123970
1727420796.72188210487366 0.00852010051563 0.01471670731093 -0.00931561404022 0.00047596465711 -0.01186984948277 0.85867494788136 0.51238287833597
1727420796.82193398475647 0.00777783394007 0.01448561539338 -0.00741603704074 -0.00016141492235 -0.01136544287811 0.85938125228902 0.51120902170009
1727420796.92200708389282 0.00876027990565 0.01657839525274 -0.00740082069128 -0.00056584516519 -0.01062045716061 0.85937994489996 0.51122695157110
1727420797.02205801010132 0.01004500053321 0.01881271381762 -0.00785104372653 -0.00067124101188 -0.01033539243607 0.85919595212966 0.51154183107806
1727420797.12212204933167 0.00794831568354 0.02235143381125 -0.00734158363399 -0.00026447124419 -0.01029974686547 0.85882900584013 0.51215874882415
1727420797.22214388847351 0.00691960091948 0.02501383229258 -0.00611451494035 0.00008672696359 -0.01023873546300 0.85865276816853 0.51245544634736
